Student_ID,Semester,Age,Gender,Attendance_Percentage,Previous_CGPA,Internal_Marks,Assignment_Completion,Study_Hours_Per_Week,Backlogs,Stress_Level,Motivation_Level,Sleep_Hours,Family_Support,Internet_Access,Extracurricular,Financial_Difficulty,Mental_Wellbeing,Screen_Time_Hours,Commute_Time_Minutes,Academic_Risk
S02833,4,18,Female,77,4.99,80,88,9,2,8,5,5.9,Yes,Yes,No,No,4,3.6,39,1
S02834,8,24,Male,78,7.44,83,80,16,0,4,3,6.8,Yes,Yes,Yes,No,9,8.4,32,0
S02835,3,21,Male,86,7.53,79,61,24,2,7,3,5.3,Yes,Yes,Yes,No,5,6.5,52,0
S02836,7,22,Male,62,7.9,100,100,22,0,3,10,6.1,Yes,Yes,Yes,No,7,6.9,46,0
S02837,4,19,Female,48,7.45,70,53,1,1,4,6,9.5,Yes,Yes,No,No,4,7.2,30,1
S02838,6,17,Female,67,9.95,94,60,4,0,2,8,5.5,Yes,Yes,No,Yes,3,6.1,36,0
S02839,6,23,Female,51,9.02,64,78,20,1,1,7,6.5,No,Yes,No,No,6,3.0,39,0
S02840,7,19,Female,85,8.48,82,88,10,0,5,9,7.8,Yes,Yes,Yes,No,6,4.0,52,0
S02841,2,17,Female,64,5.81,75,62,16,0,4,5,7.0,Yes,Yes,Yes,No,3,4.7,48,1
S02842,1,18,Male,83,7.52,79,57,27,1,7,7,5.7,Yes,Yes,Yes,Yes,4,7.3,17,0
S02843,1,24,Male,72,7.43,71,69,12,0,4,5,5.8,Yes,Yes,No,No,5,1.9,23,0
S02844,3,20,Male,81,8.22,62,69,13,0,3,5,8.4,Yes,Yes,Yes,Yes,4,4.1,40,0
S02845,3,24,Female,72,6.63,71,57,1,1,6,6,4.8,Yes,Yes,No,No,6,6.5,25,1
S02846,6,21,Male,83,6.87,98,95,17,0,6,7,8.1,Yes,Yes,Yes,Yes,6,6.2,44,0
S02847,1,17,Female,73,6.18,65,100,11,2,3,8,6.4,Yes,Yes,No,No,2,7.5,64,0
S02848,5,21,Male,92,6.35,43,98,25,0,4,9,7.8,Yes,Yes,No,Yes,6,8.3,39,0
S02849,4,18,Female,85,9.29,90,91,22,1,9,6,8.5,Yes,Yes,Yes,No,4,5.5,0,0
S02850,5,20,Male,57,7.57,75,62,18,0,3,6,6.8,No,Yes,Yes,No,5,8.2,53,0
S02851,2,21,Female,57,7.83,67,56,18,0,1,7,9.0,Yes,Yes,No,No,5,8.4,37,0
S02852,2,21,Male,79,8.34,81,38,24,0,4,4,7.4,Yes,Yes,Yes,Yes,9,3.6,31,0
S02853,2,19,Female,85,7.87,47,64,13,0,5,6,5.8,Yes,Yes,No,No,7,8.9,30,0
S02854,2,24,Female,56,7.81,51,98,10,0,5,4,7.8,No,Yes,No,Yes,7,4.0,39,0
S02855,8,21,Female,87,8.38,73,69,23,2,5,7,7.2,No,Yes,Yes,Yes,8,4.9,51,0
S02856,3,22,Female,79,5.91,80,59,10,1,4,5,7.3,No,Yes,Yes,No,6,5.5,46,0
S02857,8,18,Female,72,4.84,51,73,5,5,5,7,8.1,Yes,Yes,Yes,No,3,6.4,37,1
S02858,7,18,Female,87,7.69,46,63,17,0,3,3,6.3,No,Yes,Yes,Yes,4,4.6,19,0
S02859,7,21,Female,85,8.27,72,100,12,4,5,7,6.4,Yes,Yes,Yes,Yes,3,4.8,33,0
S02860,4,21,Female,97,7.79,87,83,1,3,5,4,6.9,Yes,Yes,No,Yes,5,6.2,35,0
S02861,3,24,Female,95,6.26,100,63,10,0,2,5,5.8,Yes,Yes,Yes,No,2,4.2,12,0
S02862,3,21,Male,83,8.29,81,46,15,2,3,2,6.9,No,Yes,Yes,No,4,4.3,57,1
S02863,4,19,Male,75,6.9,77,67,12,1,4,8,7.0,Yes,Yes,Yes,No,1,6.4,46,0
S02864,2,19,Female,80,6.02,83,81,15,1,9,7,7.4,Yes,Yes,No,No,10,2.0,40,0
S02865,4,23,Male,86,7.25,89,92,10,0,4,1,7.0,Yes,Yes,No,Yes,1,6.4,91,0
S02866,4,17,Female,84,8.16,82,44,8,0,7,5,5.8,No,Yes,Yes,No,5,3.0,0,0
S02867,6,21,Male,98,6.7,64,66,16,1,4,6,6.1,Yes,Yes,No,No,6,8.5,36,0
S02868,4,17,Male,75,6.84,54,60,17,1,6,6,5.5,Yes,Yes,No,Yes,7,7.7,13,0
S02869,5,22,Female,53,5.73,64,41,13,0,5,2,6.8,No,Yes,No,No,4,2.7,65,1
S02870,6,24,Male,62,7.52,66,64,10,0,5,6,6.7,No,Yes,No,No,8,8.3,10,0
S02871,8,17,Male,93,7.63,58,82,10,2,4,9,6.6,Yes,Yes,No,No,7,6.7,17,0
S02872,1,22,Male,94,6.82,48,63,14,3,6,4,6.1,No,Yes,No,Yes,5,6.9,16,1
S02873,5,23,Male,82,8.42,54,67,16,2,3,6,6.4,Yes,Yes,Yes,No,1,8.3,11,0
S02874,7,18,Male,80,6.84,63,82,10,0,2,5,6.2,Yes,No,Yes,No,7,4.2,9,0
S02875,7,24,Female,67,9.12,78,49,18,0,10,6,5.7,No,Yes,Yes,No,3,5.9,10,1
S02876,5,23,Female,49,7.58,84,48,16,0,2,5,5.0,Yes,Yes,Yes,Yes,5,2.9,34,1
S02877,5,22,Female,72,7.0,66,75,16,0,1,4,6.6,Yes,Yes,No,No,6,4.6,0,0
S02878,3,20,Female,72,7.03,38,98,17,1,1,4,6.6,Yes,Yes,Yes,No,3,4.2,63,0
S02879,8,17,Male,83,7.44,98,92,13,0,3,6,7.0,No,Yes,No,No,7,5.4,48,0
S02880,1,20,Female,61,7.38,84,61,20,0,3,5,5.0,Yes,Yes,No,No,3,8.2,64,0
S02881,3,23,Female,84,6.55,58,80,5,3,5,7,7.3,No,Yes,No,No,5,6.2,82,0
S02882,8,24,Male,84,6.12,78,100,1,1,7,6,7.3,Yes,No,No,Yes,5,5.5,31,0
S02883,5,23,Male,84,8.28,68,53,4,2,1,7,5.7,No,Yes,No,No,5,5.2,46,1
S02884,1,17,Female,57,8.52,67,67,11,2,8,7,6.7,Yes,Yes,No,No,6,1.4,27,0
S02885,4,24,Male,70,6.55,69,75,15,2,4,7,6.3,Yes,Yes,No,No,5,1.3,41,0
S02886,5,18,Male,80,6.58,66,95,15,0,8,9,6.2,Yes,Yes,Yes,No,5,1.0,25,0
S02887,6,21,Female,63,6.89,53,74,4,2,8,6,5.9,Yes,Yes,Yes,Yes,3,7.2,43,1
S02888,1,18,Female,73,4.97,71,51,7,0,8,7,6.8,Yes,Yes,No,No,5,6.5,55,1
S02889,6,19,Female,59,6.64,70,69,10,0,6,6,8.3,Yes,Yes,Yes,No,5,4.1,43,0
S02890,4,24,Male,75,7.39,80,100,13,0,4,9,8.0,Yes,Yes,No,No,4,2.5,14,0
S02891,8,17,Female,84,7.75,97,67,17,1,8,9,8.5,Yes,Yes,Yes,Yes,4,2.8,23,0
S02892,6,19,Male,87,7.33,91,48,10,0,5,4,7.1,Yes,Yes,No,Yes,8,7.2,43,0
S02893,1,21,Male,61,6.03,69,67,17,0,6,6,6.4,Yes,Yes,Yes,Yes,4,4.2,54,0
S02894,4,22,Male,82,6.52,78,45,20,1,5,6,8.1,Yes,Yes,Yes,Yes,7,4.6,36,0
S02895,1,17,Male,63,7.32,58,76,19,2,8,6,3.8,Yes,Yes,No,No,7,3.6,41,1
S02896,3,18,Male,72,9.08,65,79,19,1,4,4,5.9,Yes,Yes,Yes,No,6,6.3,73,0
S02897,7,22,Female,69,7.17,71,82,18,0,5,4,5.6,Yes,Yes,No,No,4,5.6,33,0
S02898,4,17,Male,93,6.41,60,100,19,1,5,5,7.2,Yes,No,No,Yes,4,3.7,48,0
S02899,2,21,Female,86,7.54,62,96,17,0,2,7,6.1,Yes,Yes,Yes,No,6,6.6,32,0
S02900,5,19,Male,92,6.43,87,85,2,1,3,6,6.6,Yes,Yes,No,No,5,5.2,27,0
S02901,1,17,Male,95,7.03,63,69,12,2,6,4,4.6,Yes,Yes,Yes,No,4,6.8,21,0
S02902,2,17,Female,67,8.04,51,69,5,0,6,4,5.2,Yes,Yes,Yes,No,9,7.9,38,0
S02903,5,19,Male,59,6.07,59,43,14,1,6,6,5.7,Yes,Yes,No,No,3,5.4,60,1
S02904,5,21,Female,82,7.73,62,61,11,0,2,7,5.3,Yes,Yes,Yes,No,2,7.2,35,0
S02905,4,21,Female,78,8.42,50,43,7,2,9,4,6.5,No,Yes,No,No,4,5.2,46,1
S02906,1,18,Male,72,7.48,76,100,9,0,1,5,6.8,Yes,No,No,Yes,2,6.6,62,0
S02907,5,18,Male,87,6.63,56,88,5,1,7,6,8.1,Yes,Yes,Yes,No,7,2.5,11,0
S02908,4,17,Male,92,6.81,58,64,16,2,8,6,7.2,No,Yes,Yes,No,4,3.4,58,0
S02909,2,24,Female,86,6.99,67,54,20,2,5,7,6.3,Yes,Yes,Yes,No,4,7.3,40,0
S02910,3,24,Male,63,7.64,30,92,8,2,7,7,7.2,Yes,Yes,Yes,Yes,4,3.2,66,1
S02911,4,17,Male,82,6.77,91,58,13,0,6,4,8.4,Yes,Yes,Yes,No,5,7.4,47,0
S02912,4,20,Male,66,7.38,49,94,19,1,6,7,7.3,No,Yes,No,No,3,4.1,42,0
S02913,6,22,Male,83,6.47,57,95,20,0,4,7,7.5,Yes,Yes,Yes,No,5,4.8,17,0
S02914,3,20,Female,71,6.98,62,71,16,0,3,5,7.6,No,Yes,No,No,4,4.6,62,0
S02915,8,17,Male,82,7.85,67,67,19,0,3,4,6.0,Yes,Yes,Yes,Yes,7,4.2,45,0
S02916,3,20,Male,64,8.43,75,100,26,0,3,8,7.3,No,Yes,No,No,7,3.0,60,0
S02917,5,21,Male,95,8.16,72,100,9,0,3,4,5.8,Yes,Yes,No,No,3,7.3,0,0
S02918,3,22,Male,70,7.5,67,83,11,0,4,8,7.1,Yes,Yes,Yes,No,5,3.7,70,0
S02919,3,17,Female,66,7.23,72,50,13,0,6,5,6.8,Yes,No,Yes,No,3,8.2,32,0
S02920,3,17,Female,100,8.9,89,76,12,0,5,7,5.3,Yes,Yes,Yes,Yes,6,6.7,27,0
S02921,2,17,Female,87,7.3,79,63,9,1,6,3,5.8,Yes,Yes,No,Yes,6,6.0,72,0
S02922,8,23,Male,65,7.64,73,75,20,0,7,5,5.6,Yes,Yes,Yes,No,5,4.7,0,0
S02923,8,21,Male,82,6.01,100,95,11,1,5,5,6.7,Yes,Yes,No,No,6,3.9,0,0
S02924,6,17,Male,65,5.36,48,90,23,0,3,3,6.4,No,Yes,Yes,Yes,5,1.8,36,1
S02925,5,23,Male,88,7.47,80,63,3,0,5,8,7.5,Yes,Yes,Yes,No,10,9.9,65,0
S02926,7,17,Male,73,8.03,76,51,22,1,5,2,6.1,Yes,Yes,Yes,No,8,7.9,34,0
S02927,6,17,Male,84,7.91,71,50,14,1,2,7,9.4,Yes,Yes,No,Yes,6,1.6,33,0
S02928,4,19,Male,100,5.79,100,53,22,0,7,5,5.9,Yes,Yes,Yes,No,6,7.3,36,1
S02929,1,20,Male,83,4.94,70,53,11,1,3,5,6.2,Yes,Yes,No,No,6,5.8,65,0
S02930,6,21,Male,87,9.32,47,77,2,0,3,8,5.7,No,Yes,Yes,Yes,7,6.2,10,0
S02931,3,19,Male,85,8.8,62,56,8,0,2,4,6.1,Yes,Yes,Yes,No,5,7.7,26,0
S02932,5,18,Male,60,5.51,76,88,23,0,1,4,6.2,Yes,Yes,No,No,6,4.6,0,0
S02933,8,17,Male,87,7.74,84,69,27,0,5,6,6.2,Yes,Yes,Yes,No,6,7.8,48,0
S02934,6,18,Male,87,7.8,92,61,16,2,3,6,7.8,Yes,No,Yes,No,7,2.4,33,0
S02935,1,19,Male,97,6.28,72,100,13,0,4,3,8.9,Yes,Yes,Yes,Yes,4,4.9,0,0
S02936,1,17,Female,63,9.02,41,92,14,0,5,6,7.6,Yes,Yes,No,No,7,5.2,54,0
S02937,8,20,Female,66,5.58,74,76,21,2,7,7,4.9,Yes,Yes,No,No,3,6.6,27,1
S02938,4,21,Male,88,8.96,73,65,13,2,4,5,6.6,Yes,Yes,Yes,No,6,9.1,39,0
S02939,2,17,Female,92,7.1,60,88,29,2,4,4,6.8,Yes,No,Yes,No,3,6.3,20,0
S02940,1,23,Male,77,7.35,71,76,12,2,5,7,6.2,Yes,Yes,Yes,No,4,9.4,17,0
S02941,5,19,Male,64,8.59,79,100,14,1,5,7,7.1,Yes,Yes,Yes,Yes,5,3.9,20,0
S02942,7,19,Male,70,7.1,60,98,18,2,6,7,7.6,Yes,Yes,Yes,No,5,8.1,12,0
S02943,7,17,Male,71,8.52,79,61,20,3,3,7,7.1,No,Yes,No,Yes,1,8.5,0,0
S02944,3,17,Male,75,8.48,85,56,21,0,3,3,7.3,Yes,Yes,Yes,No,6,6.3,55,0
S02945,5,23,Female,71,6.15,63,55,16,1,6,6,6.9,No,Yes,No,No,3,7.1,60,0
S02946,8,19,Male,90,8.11,54,64,15,1,5,6,6.4,Yes,Yes,No,Yes,4,5.0,48,0
S02947,2,22,Male,91,9.85,92,100,12,1,7,6,7.1,Yes,Yes,Yes,No,2,7.7,29,0
S02948,2,20,Male,83,7.68,62,54,17,3,4,4,7.5,Yes,Yes,No,Yes,4,4.9,47,0
S02949,8,19,Female,100,6.01,72,73,23,0,5,4,7.3,No,No,No,No,6,7.5,52,0
S02950,5,20,Male,95,8.42,74,100,10,1,3,7,8.6,No,Yes,No,Yes,6,7.0,35,0
S02951,3,19,Male,68,8.05,83,73,13,0,5,8,6.7,Yes,Yes,Yes,No,10,4.1,33,0
S02952,1,21,Female,71,8.59,64,70,17,4,3,5,5.7,Yes,Yes,Yes,No,6,7.4,31,0
S02953,4,17,Male,100,6.71,66,63,16,3,7,9,7.0,Yes,Yes,Yes,No,5,1.0,41,0
S02954,4,20,Male,77,7.05,76,90,17,0,5,7,6.7,Yes,Yes,No,No,5,2.6,21,0
S02955,7,17,Male,78,7.86,66,48,21,2,8,7,6.3,Yes,Yes,Yes,Yes,6,4.8,42,0
S02956,3,24,Male,72,7.64,81,62,17,0,6,4,8.9,No,Yes,No,No,8,4.3,26,0
S02957,6,24,Male,63,6.61,61,100,9,0,1,4,6.9,Yes,Yes,Yes,Yes,6,8.1,0,0
S02958,1,21,Female,71,7.8,49,55,15,1,8,9,7.6,Yes,Yes,No,No,5,7.7,22,0
S02959,7,17,Male,100,7.67,74,67,17,1,4,4,9.1,Yes,Yes,No,No,3,2.3,34,0
S02960,5,21,Female,95,8.12,72,55,11,3,1,7,7.2,Yes,Yes,Yes,No,4,2.7,76,0
S02961,6,21,Male,64,8.26,70,65,21,0,2,6,5.0,Yes,No,No,No,8,8.6,52,0
S02962,6,18,Female,92,6.02,48,54,8,2,3,6,6.2,Yes,Yes,Yes,No,5,4.8,42,0
S02963,1,23,Female,85,7.82,62,84,21,1,9,1,6.2,Yes,Yes,No,No,7,6.0,48,0
S02964,1,21,Male,88,5.75,77,40,36,0,5,5,6.3,No,Yes,Yes,No,3,1.5,38,1
S02965,1,23,Female,86,10.0,76,77,19,0,5,6,5.4,Yes,Yes,No,No,8,2.7,73,0
S02966,2,17,Male,64,10.0,60,76,1,0,4,6,5.5,No,Yes,Yes,No,4,7.9,33,1
S02967,4,22,Male,100,6.63,71,81,32,1,7,6,7.3,No,Yes,Yes,No,5,3.4,5,0
S02968,8,21,Male,69,6.88,43,74,19,1,4,10,7.5,Yes,Yes,Yes,Yes,3,4.3,51,0
S02969,4,19,Female,77,6.85,55,87,14,3,9,5,6.8,Yes,Yes,No,Yes,7,1.9,57,0
S02970,3,17,Male,92,7.18,47,51,28,2,7,7,6.9,Yes,Yes,Yes,No,5,4.6,54,0
S02971,2,19,Male,91,5.01,76,90,18,1,3,5,8.3,Yes,Yes,No,No,8,7.5,64,0
S02972,8,22,Female,59,6.87,73,71,20,1,5,5,7.6,Yes,Yes,Yes,Yes,5,3.6,6,0
S02973,8,21,Female,83,6.34,85,72,7,1,5,3,8.0,Yes,No,No,Yes,8,4.0,58,0
S02974,7,24,Male,61,6.05,59,53,22,2,4,6,6.8,Yes,Yes,Yes,No,6,5.0,1,1
S02975,8,19,Male,65,6.67,67,66,15,2,8,7,7.5,Yes,Yes,No,No,1,7.8,20,0
S02976,5,17,Female,74,7.91,67,73,19,3,1,7,6.3,Yes,Yes,No,No,4,5.5,59,0
S02977,6,18,Male,57,8.49,61,93,15,0,6,5,6.5,Yes,Yes,Yes,No,6,8.4,53,0
S02978,8,24,Male,70,6.33,58,76,6,0,2,5,6.0,Yes,Yes,Yes,No,8,4.4,49,0
S02979,1,18,Female,46,8.89,63,100,4,2,7,6,8.2,Yes,No,Yes,No,3,4.3,55,1
S02980,3,20,Male,56,7.49,66,80,14,0,5,5,8.2,Yes,Yes,Yes,No,4,4.1,21,0
S02981,6,24,Female,61,7.13,80,54,7,0,1,7,7.4,No,Yes,Yes,No,4,6.9,71,1
S02982,5,20,Male,69,6.75,62,69,23,2,4,3,8.2,Yes,Yes,Yes,No,3,10.1,55,1
S02983,4,23,Male,89,6.93,36,100,17,0,4,1,5.3,No,No,Yes,No,3,9.1,37,1
S02984,5,19,Female,66,8.18,63,66,16,0,6,4,7.9,Yes,Yes,No,No,8,4.2,19,0
S02985,1,21,Male,89,5.53,69,84,16,1,6,8,6.8,Yes,Yes,Yes,Yes,5,3.8,15,0
S02986,2,24,Male,72,7.41,76,55,13,3,4,4,6.0,No,No,No,No,7,8.8,32,1
S02987,8,21,Female,65,8.78,52,96,13,2,6,4,7.5,Yes,Yes,Yes,No,2,5.0,22,0
S02988,8,24,Male,94,5.33,70,81,30,2,5,4,8.0,No,Yes,Yes,No,5,3.8,10,0
S02989,4,19,Male,76,6.73,73,71,15,1,4,8,5.1,Yes,Yes,No,No,5,6.3,47,0
S02990,7,18,Female,86,7.82,55,95,16,1,4,7,6.2,Yes,Yes,No,No,8,2.8,34,0
S02991,3,21,Male,84,8.65,72,49,6,0,2,3,7.1,No,Yes,No,No,6,5.9,56,0
S02992,8,24,Male,72,5.9,77,41,18,1,5,6,5.2,Yes,Yes,Yes,No,5,9.1,28,1
S02993,6,18,Female,99,8.07,80,94,11,1,7,7,5.8,No,Yes,No,No,3,7.9,29,0
S02994,1,17,Female,89,6.37,64,40,13,0,3,7,6.2,Yes,Yes,Yes,No,8,7.4,58,0
S02995,2,21,Male,68,6.21,92,83,7,0,5,3,7.3,Yes,Yes,Yes,Yes,5,5.8,39,0
S02996,7,20,Female,92,8.24,82,60,24,1,2,6,7.9,Yes,Yes,Yes,Yes,7,5.2,44,0
S02997,7,22,Female,86,7.98,72,55,14,1,6,8,7.3,Yes,Yes,Yes,No,7,6.0,53,0
S02998,8,19,Male,64,5.63,50,60,10,0,1,6,6.5,Yes,Yes,Yes,No,4,7.5,17,0
S02999,5,22,Male,83,10.0,77,78,15,0,6,6,5.1,Yes,Yes,Yes,Yes,3,5.0,23,0
S03000,5,23,Male,58,7.26,76,59,10,3,1,7,7.2,Yes,Yes,No,No,3,4.4,12,1
S03001,2,18,Male,91,5.3,57,62,15,1,5,3,6.2,Yes,Yes,No,Yes,7,5.8,26,0
S03002,2,17,Male,66,6.57,52,100,12,1,1,3,7.6,Yes,No,Yes,Yes,3,5.6,75,0
S03003,7,20,Female,85,8.27,83,49,23,1,6,8,8.0,Yes,Yes,Yes,No,4,4.3,60,0
S03004,5,19,Female,86,5.75,72,87,17,0,7,5,6.8,Yes,No,Yes,No,4,9.7,72,0
S03005,1,21,Male,59,7.58,62,71,12,1,8,10,7.7,Yes,Yes,No,No,4,2.4,15,0
S03006,4,22,Male,94,8.7,72,91,14,1,2,9,8.7,Yes,Yes,Yes,Yes,7,6.8,0,0
S03007,2,17,Male,99,4.12,36,98,11,0,3,8,8.1,Yes,Yes,No,No,6,4.5,0,0
S03008,2,17,Female,61,8.07,75,99,12,0,4,6,9.1,Yes,Yes,No,Yes,9,5.9,40,0
S03009,2,18,Female,69,6.89,89,94,16,0,8,5,6.4,Yes,Yes,Yes,No,5,8.0,45,0
S03010,2,22,Male,58,6.7,80,81,14,0,4,9,6.7,Yes,Yes,No,Yes,6,1.1,43,0
S03011,4,21,Female,84,5.96,56,71,9,3,3,6,7.7,Yes,Yes,No,Yes,7,6.2,37,0
S03012,5,19,Male,70,5.39,62,59,15,0,1,8,4.6,Yes,Yes,Yes,No,7,8.8,53,1
S03013,8,17,Male,84,7.27,99,88,15,1,6,6,6.0,Yes,Yes,No,No,4,9.1,8,0
S03014,6,20,Male,52,8.53,72,66,15,0,7,3,7.4,Yes,Yes,Yes,No,4,6.5,47,0
S03015,8,24,Male,68,8.43,46,100,17,0,6,6,5.9,Yes,Yes,No,No,8,4.5,35,0
S03016,8,17,Male,89,8.26,54,77,20,0,3,6,4.5,No,Yes,Yes,No,6,7.0,1,0
S03017,8,19,Male,57,8.76,95,76,1,1,5,4,7.0,Yes,Yes,Yes,No,5,4.0,0,0
S03018,5,21,Female,85,8.51,82,80,14,1,4,7,6.0,Yes,Yes,Yes,No,6,5.6,33,0
S03019,2,24,Male,76,7.83,67,39,12,0,3,3,6.8,Yes,Yes,No,No,8,9.5,25,0
S03020,3,17,Male,73,7.22,52,91,12,0,6,7,7.1,Yes,Yes,Yes,No,6,3.4,40,0
S03021,7,23,Female,78,7.38,100,71,15,1,5,3,7.1,Yes,Yes,No,Yes,7,3.6,34,0
S03022,1,23,Male,85,5.8,69,77,19,1,6,4,6.2,Yes,Yes,Yes,Yes,5,4.3,31,0
S03023,5,17,Male,92,5.83,76,91,18,0,7,9,7.2,Yes,Yes,Yes,No,6,7.5,29,0
S03024,8,20,Female,73,7.52,92,89,8,1,2,4,8.1,Yes,Yes,Yes,Yes,7,6.3,48,0
S03025,5,21,Male,87,8.47,79,62,17,1,5,5,5.5,Yes,Yes,No,No,5,6.9,15,0
S03026,5,24,Female,84,7.15,37,85,20,1,4,6,8.1,Yes,Yes,No,Yes,6,6.2,75,0
S03027,1,20,Male,67,5.77,61,55,18,1,7,7,7.5,Yes,Yes,No,No,4,6.8,47,1
S03028,2,17,Male,70,7.61,54,59,19,0,6,1,8.3,Yes,Yes,No,No,7,7.4,1,0
S03029,7,21,Male,68,6.42,66,88,10,1,4,7,8.3,No,Yes,No,No,8,6.2,61,0
S03030,5,24,Male,87,5.12,53,71,12,0,5,7,6.1,Yes,Yes,No,No,6,3.5,36,0
S03031,4,23,Female,77,6.95,76,91,13,0,6,7,6.8,No,Yes,Yes,Yes,8,5.2,26,0
S03032,3,24,Male,53,5.88,74,61,6,0,7,4,5.5,Yes,Yes,Yes,No,8,5.5,11,1
S03033,8,21,Male,54,6.45,90,48,4,1,5,6,5.9,Yes,Yes,Yes,No,4,3.7,1,1
S03034,5,18,Female,100,6.13,73,42,18,0,7,5,7.2,No,Yes,Yes,Yes,6,3.8,33,0
S03035,8,18,Female,78,6.06,66,81,14,2,5,6,7.3,Yes,Yes,Yes,No,4,5.1,86,0
S03036,4,19,Male,69,7.32,92,63,6,2,2,6,6.6,Yes,Yes,Yes,No,7,4.7,47,0
S03037,7,20,Female,93,7.97,76,84,17,0,1,10,8.0,Yes,Yes,No,No,6,3.5,15,0
S03038,8,23,Female,89,6.62,59,84,18,2,7,5,5.2,No,Yes,No,No,6,4.3,16,0
S03039,7,17,Female,56,7.93,79,85,12,0,5,5,6.5,No,Yes,Yes,Yes,7,6.2,43,0
S03040,8,22,Female,84,7.11,71,44,17,2,2,3,7.5,Yes,Yes,Yes,No,4,4.4,41,0
S03041,5,24,Male,57,7.38,85,70,13,0,6,5,7.9,No,Yes,No,Yes,7,4.8,43,0
S03042,8,21,Female,94,5.4,85,82,21,0,5,5,6.9,Yes,Yes,Yes,No,6,5.1,21,0
S03043,1,20,Female,52,8.31,74,76,1,0,6,8,6.6,Yes,Yes,Yes,No,7,4.1,55,0
S03044,1,22,Female,67,8.35,55,75,7,0,6,3,6.2,Yes,Yes,No,No,8,8.7,52,0
S03045,4,23,Female,83,7.77,59,84,19,2,4,7,5.9,Yes,Yes,Yes,No,3,6.2,63,0
S03046,8,19,Female,78,8.8,76,70,13,0,3,4,6.1,Yes,Yes,Yes,No,5,2.6,31,0
S03047,5,21,Female,62,8.7,72,93,13,1,3,6,6.9,No,Yes,Yes,No,7,6.5,3,0
S03048,6,24,Female,67,7.18,79,67,16,1,4,6,7.6,Yes,Yes,No,Yes,5,3.7,85,0
S03049,3,23,Female,62,7.04,71,49,6,0,3,5,6.3,Yes,Yes,No,No,6,6.8,8,1
S03050,4,21,Male,70,5.1,55,97,13,1,3,6,6.3,Yes,Yes,Yes,Yes,6,5.7,59,0
S03051,1,24,Male,68,9.08,60,82,24,1,5,8,7.3,Yes,Yes,Yes,No,5,5.2,16,0
S03052,4,18,Female,57,7.19,62,71,11,2,3,7,8.0,No,Yes,No,No,4,2.6,34,0
S03053,4,20,Female,77,8.83,60,83,15,1,3,6,7.8,Yes,Yes,No,Yes,5,2.1,42,0
S03054,8,18,Female,71,7.36,59,80,19,3,9,4,5.4,Yes,Yes,No,Yes,4,8.9,69,1
S03055,5,18,Female,84,7.57,52,67,18,0,6,6,8.9,Yes,Yes,Yes,No,9,1.7,24,0
S03056,3,23,Male,55,7.81,88,38,18,3,4,7,7.2,Yes,Yes,No,No,4,8.3,7,1
S03057,5,17,Male,82,7.2,86,79,21,1,6,8,5.2,Yes,Yes,Yes,No,1,6.5,15,0
S03058,7,19,Male,84,8.39,64,96,19,0,9,3,6.2,Yes,Yes,Yes,No,5,6.0,29,0
S03059,5,23,Female,86,6.18,84,87,14,1,1,4,6.2,Yes,Yes,Yes,Yes,4,4.2,33,0
S03060,1,17,Male,80,8.13,72,63,19,0,3,8,8.6,No,Yes,No,No,5,4.7,44,0
S03061,4,23,Female,75,6.1,77,93,5,2,6,5,6.2,Yes,No,No,No,8,5.0,47,0
S03062,7,20,Male,79,7.93,73,64,18,0,5,4,6.8,Yes,Yes,No,No,8,1.0,42,0
S03063,8,21,Male,99,5.55,67,56,22,1,5,8,7.5,Yes,Yes,No,No,5,5.8,53,0
S03064,6,21,Male,84,6.91,82,100,15,0,1,4,8.7,Yes,Yes,No,No,6,3.5,21,0
S03065,3,24,Female,84,8.7,67,87,13,0,6,3,7.0,Yes,Yes,No,No,6,5.2,36,0
S03066,1,24,Female,100,8.92,35,54,10,1,8,8,7.0,Yes,Yes,No,No,7,3.2,27,0
S03067,1,23,Female,75,6.86,55,65,15,0,3,5,7.7,Yes,Yes,Yes,No,7,10.0,24,0
S03068,2,20,Male,100,8.11,68,64,21,0,4,5,6.9,No,Yes,Yes,Yes,6,5.7,75,0
S03069,2,24,Female,63,8.11,100,91,13,3,7,6,7.7,Yes,No,No,No,7,7.2,10,0
S03070,8,22,Female,69,6.12,37,69,10,2,6,5,7.1,Yes,Yes,No,No,5,7.3,13,1
S03071,2,23,Female,60,6.5,82,82,12,0,1,4,7.6,Yes,Yes,Yes,No,3,6.0,53,0
S03072,2,19,Male,70,6.78,84,78,20,1,2,3,6.7,Yes,Yes,No,No,4,7.3,0,0
S03073,4,22,Male,82,8.32,77,97,14,0,4,10,6.3,Yes,Yes,Yes,No,6,8.1,20,0
S03074,1,22,Female,87,6.3,74,90,18,1,10,1,6.1,Yes,No,No,Yes,7,2.4,2,0
S03075,4,20,Female,67,7.39,83,51,19,2,8,2,7.8,Yes,Yes,Yes,Yes,5,6.6,60,1
S03076,7,19,Male,88,7.42,49,36,19,0,6,5,8.8,Yes,Yes,No,No,5,6.1,48,0
S03077,4,19,Male,90,7.38,77,58,17,1,2,7,6.1,Yes,Yes,Yes,Yes,1,4.8,45,0
S03078,7,20,Female,93,6.73,61,100,14,4,5,5,7.7,Yes,Yes,Yes,No,5,2.9,22,0
